Financial Year,Bag Number,Status Description,Blood Group,RH,Blood Classification,Stock Creation Date,Stock Issue Date,Expiry Date
2017-2018,8220FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,10-10-2017,18-08-2018,10-10-2018
2017-2018,8220PR,Expired,A,POSITIVE,PACKED RED CELLS,10-10-2017,NA,20-11-2017
2017-2018,8220PR,Expired,A,POSITIVE,PACKED RED CELLS,10-10-2017,NA,20-11-2017
2017-2018,8228PT,Issued,A,POSITIVE,PLATELETS,10-10-2017,11-10-2017,16-10-2017
2017-2018,8229PT,Expired,B,NEGATIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8232PT,Issued,A,POSITIVE,PLATELETS,10-10-2017,11-10-2017,16-10-2017
2017-2018,8233PT,Expired,B,NEGATIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8234PT,Issued,O,POSITIVE,PLATELETS,10-10-2017,11-10-2017,16-10-2017
2017-2018,8235PT,Expired,A,POSITIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8237PT,Issued,O,POSITIVE,PLATELETS,10-10-2017,11-10-2017,16-10-2017
2017-2018,8238FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,10-10-2017,22-10-2017,10-10-2018
2017-2018,8240,Expired,B,POSITIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8243PT,Issued,O,POSITIVE,PLATELETS,10-10-2017,11-10-2017,16-10-2017
2017-2018,8244PT,Expired,A,POSITIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8245,Expired,O,POSITIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8246PT,Issued,B,POSITIVE,PLATELETS,10-10-2017,11-10-2017,16-10-2017
2017-2018,8247FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,10-10-2017,22-10-2017,10-10-2018
2017-2018,8247PT,Expired,A,POSITIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8248PT,Issued,B,POSITIVE,PLATELETS,10-10-2017,11-10-2017,16-10-2017
2017-2018,8249,Expired,B,POSITIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8250PT,Expired,A,NEGATIVE,PLATELETS,10-10-2017,NA,16-10-2017
2017-2018,8253PT,Expired,A,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8254PT,Expired,AB,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8255PT,Expired,O,NEGATIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8258CY,Available,O,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8258PL,Issued,O,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8262PT,Expired,B,NEGATIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8265PT,Expired,O,NEGATIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8269PT,Expired,B,NEGATIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8269FP,Issued,B,NEGATIVE,FRESH FROZEN PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8269PR,Expired,B,NEGATIVE,PACKED RED CELLS,11-10-2017,NA,21-11-2017
2017-2018,8270PL,Issued,O,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8270CY,Available,O,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8272PT,Expired,A,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8275PL,Issued,B,NEGATIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8276CY,Available,B,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8276PL,Issued,B,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8280PL,Issued,B,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8281PT,Expired,A,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8287PL,Issued,O,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8287CY,Available,O,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8293PL,Issued,AB,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8293CY,Available,AB,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8294,Expired,B,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8302PT,Expired,A,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8303CY,Available,B,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8303PL,Issued,B,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8304PR,Issued,AB,NEGATIVE,WHOLE BLOOD,05-11-2017,05-11-2017,12-12-2017
2017-2018,8309PL,Issued,B,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8311PL,Issued,AB,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8311CY,Available,AB,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8312,Expired,A,POSITIVE,WHOLE BLOOD,11-10-2017,NA,14-11-2017
2017-2018,8312,Expired,A,POSITIVE,WHOLE BLOOD,11-10-2017,NA,14-11-2017
2017-2018,8313PL,Issued,A,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8313CY,Available,A,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8316CY,Available,O,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8316PL,Issued,O,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8317CY,Available,A,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8317PL,Issued,A,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8318PT,Expired,A,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8321CY,Available,B,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8321PL,Issued,B,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8323PL,Issued,B,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8326CY,Available,A,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8326PL,Issued,A,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8327PT,Expired,A,NEGATIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8328PT,Expired,A,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8331PL,Issued,B,POSITIVE,PLASMA,11-10-2017,22-10-2017,11-10-2018
2017-2018,8331CY,Available,B,POSITIVE,CRYO,11-10-2017,NA,11-10-2018
2017-2018,8334PT,Issued,B,NEGATIVE,PLATELETS,11-10-2017,14-10-2017,17-10-2017
2017-2018,8335,Expired,B,POSITIVE,PLATELETS,11-10-2017,NA,17-10-2017
2017-2018,8340,Expired,O,POSITIVE,SINGLE DONOR PLATELET,13-10-2017,NA,19-10-2017
2017-2018,8341PL,Issued,AB,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8341CY,Available,AB,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8344PT,Expired,O,POSITIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8349CY,Available,B,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8349PL,Issued,B,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8352PT,Expired,O,POSITIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8353PT,Expired,O,POSITIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8354PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8354CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8355PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8355CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8356PL,Issued,A,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8358PL,Issued,B,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8358CY,Available,B,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8359PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8359CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8360PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8360CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8361,Expired,O,POSITIVE,WHOLE BLOOD,12-10-2017,NA,15-11-2017
2017-2018,8361,Expired,O,POSITIVE,WHOLE BLOOD,12-10-2017,NA,15-11-2017
2017-2018,8362PT,Expired,O,POSITIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8364CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8364PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8368PL,Issued,A,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8368CY,Available,A,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8369CY,Available,A,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8369PL,Issued,A,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8371PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8374PT,Expired,O,POSITIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8379PT,Expired,B,POSITIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8380PT,Expired,A,NEGATIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8382,Issued,O,POSITIVE,WHOLE BLOOD,12-10-2017,22-10-2017,15-11-2017
2017-2018,8385PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8385CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8393PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8393CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8398,Issued,B,POSITIVE,WHOLE BLOOD,12-10-2017,22-10-2017,15-11-2017
2017-2018,8398,Issued,B,POSITIVE,WHOLE BLOOD,12-10-2017,22-10-2017,15-11-2017
2017-2018,8399FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8401CY,Available,B,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8401PL,Issued,B,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8403PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8403CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8417PT,Issued,O,NEGATIVE,PLATELETS,12-10-2017,14-10-2017,18-10-2017
2017-2018,8418CY,Available,O,POSITIVE,CRYO,12-10-2017,NA,12-10-2018
2017-2018,8418PL,Issued,O,POSITIVE,PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8420FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,12-10-2017,22-10-2017,12-10-2018
2017-2018,8421,Expired,A,POSITIVE,PLATELETS,12-10-2017,NA,18-10-2017
2017-2018,8423FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8425FP,HBsAg Positive,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,NA,13-10-2018
2017-2018,8425PT,Expired,A,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8426PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8427PR,Issued,B,POSITIVE,PACKED RED CELLS,13-10-2017,22-10-2017,23-11-2017
2017-2018,8427FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8428PT,Expired,AB,NEGATIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8429PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8429FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8430PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8430FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8432PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8433FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,31-10-2017,14-09-2018,31-10-2018
2017-2018,8434PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8434FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8436,Expired,A,POSITIVE,WHOLE BLOOD,17-10-2017,NA,20-11-2017
2017-2018,8438PL,Issued,O,NEGATIVE,PLASMA,13-10-2017,28-12-2017,13-10-2018
2017-2018,8438CY,Available,O,NEGATIVE,CRYO,13-10-2017,NA,13-10-2018
2017-2018,8439PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8439FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8440FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8440PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8441FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,18-08-2018,13-10-2018
2017-2018,8442FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8442PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8443CY,Available,B,POSITIVE,CRYO,13-10-2017,NA,13-10-2018
2017-2018,8443FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,31-10-2017,14-09-2018,31-10-2018
2017-2018,8444FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8444PT,Issued,B,POSITIVE,PLATELETS,13-10-2017,14-10-2017,19-10-2017
2017-2018,8445FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8446PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8447PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8447FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8448PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8448FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8449FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8451FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8451PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8452FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8454FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8454PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8455FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8456FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8456PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8457FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,07-11-2017,14-09-2018,07-11-2018
2017-2018,8458PL,Issued,O,NEGATIVE,PLASMA,13-10-2017,28-12-2017,13-10-2018
2017-2018,8459FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,18-08-2018,13-10-2018
2017-2018,8460PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8461FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8461PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8463PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8465PT,Expired,AB,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8465FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8469PT,Expired,AB,NEGATIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8471,Issued,O,POSITIVE,WHOLE BLOOD,13-10-2017,19-10-2017,16-11-2017
2017-2018,8477FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8479PT,Expired,O,POSITIVE,PLATELETS,14-10-2017,NA,20-10-2017
2017-2018,8480FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8480PT,Expired,O,POSITIVE,PLATELETS,14-10-2017,NA,20-10-2017
2017-2018,8481CY,Available,A,POSITIVE,CRYO,13-10-2017,NA,13-10-2018
2017-2018,8485,Issued,O,POSITIVE,WHOLE BLOOD,13-10-2017,19-10-2017,16-11-2017
2017-2018,8489FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8489PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8490,Issued,AB,POSITIVE,SINGLE DONOR PLATELET,17-10-2017,19-10-2017,23-10-2017
2017-2018,8496PL,Issued,O,POSITIVE,PLASMA,13-10-2017,28-12-2017,13-10-2018
2017-2018,8499FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8504PL,Issued,B,POSITIVE,PLASMA,13-10-2017,28-12-2017,13-10-2018
2017-2018,8504CY,Available,B,POSITIVE,CRYO,13-10-2017,NA,13-10-2018
2017-2018,8505CY,Available,B,POSITIVE,CRYO,13-10-2017,NA,13-10-2018
2017-2018,8505PL,Issued,B,POSITIVE,PLASMA,13-10-2017,28-12-2017,13-10-2018
2017-2018,8507FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8507PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8508FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8509FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,18-08-2018,13-10-2018
2017-2018,8510FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8510PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8512FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8514FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,NA,13-10-2018
2017-2018,8514PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8514PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8515FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8515PR,Expired,B,POSITIVE,PACKED RED CELLS,13-10-2017,NA,23-11-2017
2017-2018,8515PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8516FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8516PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8517,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8519FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8519PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8520FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,18-08-2018,13-10-2018
2017-2018,8521FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,18-08-2018,13-10-2018
2017-2018,8523FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8525FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,22-10-2017,13-10-2018
2017-2018,8526PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8526PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8526FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,08-11-2017,08-11-2017,08-11-2018
2017-2018,8527PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8527PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8527FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8529,Expired,A,POSITIVE,SINGLE DONOR PLATELET,17-10-2017,NA,23-10-2017
2017-2018,8530FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,NA,13-10-2018
2017-2018,8530PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8530PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8531PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8531PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8531FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8532PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8532PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8532FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8533PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8533FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8534FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8535FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8535PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8535PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8537FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8538FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,18-08-2018,13-10-2018
2017-2018,8538PR,Expired,A,POSITIVE,PACKED RED CELLS,13-10-2017,NA,23-11-2017
2017-2018,8538PR,Expired,A,POSITIVE,PACKED RED CELLS,13-10-2017,NA,23-11-2017
2017-2018,8540PT,Expired,AB,NEGATIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8541PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8543FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8543PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8545FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8545PT,Expired,O,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8546FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,13-10-2017,14-09-2018,13-10-2018
2017-2018,8546PT,Expired,B,POSITIVE,PLATELETS,13-10-2017,NA,19-10-2017
2017-2018,8549PT,Expired,O,POSITIVE,PLATELETS,14-10-2017,NA,20-10-2017
2017-2018,8549FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,14-10-2017,14-09-2018,14-10-2018
2017-2018,8550PT,Expired,O,POSITIVE,PLATELETS,14-10-2017,NA,20-10-2017
2017-2018,8552FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,14-10-2017,14-09-2018,14-10-2018
2017-2018,8553FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,14-10-2017,14-09-2018,14-10-2018
2017-2018,8554FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,14-10-2017,14-09-2018,14-10-2018
2017-2018,8555,Expired,B,POSITIVE,SINGLE DONOR PLATELET,14-10-2017,NA,20-10-2017
2017-2018,8555PT,Expired,B,POSITIVE,PLATELETS,14-10-2017,NA,20-10-2017
2017-2018,8556,Expired,O,POSITIVE,SINGLE DONOR PLATELET,14-10-2017,NA,20-10-2017
2017-2018,8556PT,Expired,O,POSITIVE,PLATELETS,14-10-2017,NA,20-10-2017
2017-2018,8557PT,Expired,B,POSITIVE,PLATELETS,14-10-2017,NA,20-10-2017
2017-2018,8558FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,14-10-2017,14-09-2018,14-10-2018
2017-2018,8560FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,15-10-2017,14-09-2018,15-10-2018
2017-2018,8561FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,08-11-2017,08-11-2017,07-11-2018
2017-2018,8561CY,Available,O,POSITIVE,CRYO,15-10-2017,NA,15-10-2018
2017-2018,8563CY,Available,O,POSITIVE,CRYO,15-10-2017,NA,15-10-2018
2017-2018,8563PL,Issued,O,POSITIVE,PLASMA,15-10-2017,28-12-2017,15-10-2018
2017-2018,8565FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,15-10-2017,18-08-2018,15-10-2018
2017-2018,8568FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,15-10-2017,14-09-2018,15-10-2018
2017-2018,8570PT,Expired,O,NEGATIVE,PLATELETS,15-10-2017,NA,21-10-2017
2017-2018,8571CY,Available,B,POSITIVE,CRYO,15-10-2017,NA,15-10-2018
2017-2018,8571PL,Issued,B,POSITIVE,PLASMA,15-10-2017,28-12-2017,15-10-2018
